weight,age,height,size
53,42,162.56,6
72,32,177.8,14
65,22,167.64,14
54,62,167.64,2
54,26,162.56,8
86,51,167.64,18
61,30,177.8,12
90,23,172.72,18
47,36,170.18,2
63,27,165.1,12
75,43,160.02,18
79,51,162.56,18
68,32,167.64,14
72,24,165.1,14
63,31,160.02,18
68,32,167.64,14
68,26,172.72,12
70,36,157.48,14
82,53,167.64,18
65,29,172.72,12
70,28,165.1,18
65,31,175.26,12
52,25,160.02,8
63,28,170.18,12
61,36,167.64,14
49,37,160.02,2
56,27,157.48,6
58,28,172.72,8
63,33,167.64,8
76,36,157.48,18
61,70,165.1,14
74,31,172.72,18
63,36,170.18,8
88,26,175.26,18
77,36,182.88,18
54,29,167.64,2
63,26,167.64,14
81,29,167.64,18
53,41,162.56,8
56,29,165.1,2
63,36,172.72,14
61,27,167.64,8
58,35,172.72,8
61,53,160.02,14
63,37,167.64,14
74,48,160.02,18
49,31,157.48,6
58,26,170.18,8
56,38,167.64,6
63,30,180.34,14
72,29,170.18,18
68,35,149.86,18
58,24,165.1,8
63,29,180.34,14
45,32,160.02,6
56,44,162.56,6
44,34,149.86,6
54,33,157.48,6
55,42,157.48,12
54,33,154.94,8
72,29,160.02,8
61,25,177.8,6
61,36,162.56,18
61,28,170.18,8
67,47,165.1,12
65,31,162.56,12
45,19,160.02,2
68,26,172.72,14
72,36,170.18,18
63,32,167.64,12
54,43,157.48,8
51,31,157.48,6
58,32,167.64,6
65,27,170.18,14
56,36,175.26,6
57,40,162.56,12
58,26,172.72,8
56,33,170.18,6
80,56,175.26,18
56,27,170.18,6
61,30,167.64,8
58,27,172.72,14
65,25,175.26,14
61,37,162.56,12
58,36,162.56,6
61,29,167.64,12
68,32,165.1,18
86,36,167.64,18
59,34,172.72,6
63,31,170.18,12
68,36,162.56,14
56,29,157.48,6
63,43,162.56,18
56,27,154.94,12
66,40,170.18,12
88,27,162.56,18
54,41,170.18,6
53,36,165.1,8
58,26,165.1,8
54,22,170.18,6
58,47,167.64,12
49,33,167.64,2
61,30,157.48,14
45,41,154.94,2
63,35,177.8,8
56,54,154.94,12
56,32,165.1,6
56,31,157.48,8
56,29,167.64,6
72,48,175.26,18
56,35,167.64,8
70,43,157.48,18
74,37,170.18,18
68,33,175.26,12
56,27,160.02,6
72,34,180.34,18
58,36,154.94,12
68,32,165.1,12
72,29,177.8,14
58,35,165.1,8
62,46,160.02,12
58,30,160.02,6
63,34,175.26,6
54,32,170.18,6
63,36,170.18,12
65,35,170.18,14
70,31,160.02,18
79,45,162.56,18
77,28,165.1,18
58,30,170.18,8
49,30,160.02,2
54,29,160.02,6
52,34,162.56,2
58,30,167.64,8
54,30,172.72,8
58,41,157.48,8
58,30,175.26,6
55,54,170.18,8
58,29,152.4,8
62,38,170.18,8
63,45,160.02,18
53,32,157.48,6
68,29,167.64,18
63,36,162.56,8
61,27,167.64,8
65,22,170.18,12
61,30,162.56,12
78,51,187.96,18
58,44,165.1,6
72,34,162.56,14
58,30,160.02,8
54,26,167.64,6
75,38,167.64,18
60,37,177.8,8
56,35,162.56,6
88,30,172.72,18
79,33,175.26,18
65,53,162.56,14
56,31,170.18,6
58,36,177.8,6
56,40,170.18,8
58,33,167.64,8
86,29,162.56,18
86,22,167.64,18
61,34,165.1,14
53,50,157.48,8
71,37,167.64,18
70,43,167.64,18
68,30,170.18,12
72,28,165.1,18
47,28,167.64,6
61,28,182.88,6
81,30,180.34,18
52,26,160.02,6
61,37,167.64,8
64,58,167.64,14
97,41,165.1,18
60,31,162.56,8
56,28,167.64,2
56,30,157.48,2
68,62,170.18,18
65,32,152.4,18
61,34,172.72,14
77,33,170.18,18
51,34,170.18,6
61,32,165.1,8
56,66,152.4,12
51,34,157.48,8
56,31,170.18,8
74,29,180.34,18
54,28,157.48,2
54,35,162.56,6
63,23,172.72,8
77,33,170.18,18
56,23,167.64,6
58,28,160.02,8
56,33,162.56,6
56,33,160.02,6
52,37,162.56,8
56,27,160.02,8
54,30,160.02,6
56,31,170.18,6
70,31,160.02,18
56,32,172.72,8
55,30,165.1,8
58,39,162.56,6
56,37,165.1,8
77,28,182.88,18
115,33,160.02,18
63,37,167.64,14
68,26,175.26,12
65,36,170.18,14
56,43,167.64,8
53,45,162.56,2
58,33,157.48,12
68,32,167.64,14
58,27,175.26,6
56,37,162.56,6
70,24,160.02,14
62,50,165.1,14
54,28,167.64,6
53,48,157.48,6
61,31,167.64,8
65,35,170.18,12
92,36,167.64,18
69,44,170.18,18
58,42,167.64,8
51,29,152.4,2
66,57,172.72,18
58,42,175.26,6
63,35,170.18,8
56,29,162.56,6
83,33,177.8,18
58,50,165.1,12
49,40,149.86,6
58,35,162.56,8
77,25,177.8,18
77,49,167.64,18
56,27,162.56,12
86,28,167.64,14
83,33,177.8,18
60,30,162.56,12
68,30,175.26,12
70,26,172.72,14
45,28,170.18,2
56,29,180.34,8
68,32,177.8,14
65,67,165.1,18
53,25,162.56,6
54,29,165.1,6
56,31,160.02,8
52,31,167.64,2
52,30,154.94,8
63,29,157.48,12
54,30,160.02,6
79,36,180.34,18
54,39,157.48,8
68,47,170.18,8
58,26,170.18,8
61,34,170.18,6
55,37,170.18,18
64,21,170.18,8
49,26,160.02,2
61,30,170.18,8
70,33,170.18,14
61,26,165.1,12
65,23,170.18,6
60,43,165.1,8
63,32,160.02,8
57,31,170.18,8
61,34,172.72,8
58,45,165.1,14
63,51,175.26,8
65,31,175.26,6
49,30,160.02,2
68,34,170.18,18
61,28,167.64,14
79,41,165.1,6
61,35,160.02,8
47,35,170.18,8
52,32,157.48,2
56,36,167.64,6
58,25,167.64,12
52,22,162.56,8
62,33,170.18,8
70,27,177.8,18
68,36,165.1,14
83,34,170.18,18
70,38,170.18,18
47,25,160.02,6
56,32,172.72,6
44,25,157.48,2
70,27,172.72,14
68,17,175.26,12
54,36,152.4,6
64,26,167.64,8
62,31,172.72,12
63,55,165.1,14
61,48,172.72,14
61,34,160.02,14
62,37,162.56,14
65,29,170.18,12
61,31,162.56,8
45,37,154.94,2
61,42,177.8,8
65,26,170.18,12
58,39,157.48,8
72,33,160.02,18
77,24,170.18,12
86,40,162.56,18
60,41,172.72,12
45,39,154.94,8
56,38,157.48,8
60,32,162.56,8
68,50,152.4,18
70,36,154.94,18
52,20,175.26,6
54,30,162.56,6
65,28,165.1,12
90,55,157.48,18
77,28,177.8,18
62,37,175.26,12
57,47,162.56,8
58,31,162.56,8
54,27,162.56,6
58,31,167.64,8
59,43,170.18,8
52,32,160.02,6
79,35,170.18,18
54,30,165.1,2
72,27,172.72,14
61,35,162.56,12
77,32,167.64,18
52,36,167.64,6
61,55,167.64,12
74,31,162.56,18
70,31,175.26,14
54,32,172.72,6
61,24,167.64,8
63,30,170.18,8
64,45,175.26,8
74,32,167.64,14
61,31,170.18,8
56,27,167.64,8
65,35,165.1,12
61,38,162.56,8
68,30,175.26,12
61,38,165.1,8
49,39,162.56,2
65,32,172.72,18
64,35,157.48,14
77,30,185.42,12
90,44,167.64,18
56,44,162.56,12
45,39,152.4,2
61,37,152.4,12
62,28,154.94,8
58,32,167.64,12
60,43,175.26,8
58,27,172.72,6
79,35,175.26,14
68,25,167.64,14
56,29,157.48,12
66,34,162.56,18
65,35,165.1,12
58,25,162.56,8
54,36,172.72,6
68,30,160.02,14
63,28,170.18,14
58,32,165.1,8
61,26,172.72,8
65,42,154.94,14
58,34,165.1,12
66,28,175.26,18
63,28,160.02,8
58,38,162.56,14
61,34,177.8,8
49,53,167.64,6
65,32,165.1,12
65,26,170.18,14
68,35,172.72,12
62,41,167.64,8
53,39,160.02,6
63,30,160.02,12
52,28,162.56,6
72,29,157.48,18
68,29,170.18,14
65,31,170.18,12
58,34,157.48,12
50,47,165.1,8
68,19,165.1,14
61,50,160.02,12
83,35,162.56,18
58,28,162.56,6
70,31,175.26,14
65,35,167.64,14
57,30,157.48,8
54,18,167.64,6
61,31,170.18,8
65,33,167.64,14
65,34,175.26,12
52,33,157.48,6
72,39,167.64,18
74,32,175.26,18
70,32,167.64,18
79,39,170.18,18
58,28,167.64,8
68,29,175.26,8
56,29,160.02,8
58,55,167.64,14
72,27,167.64,18
69,30,180.34,14
72,33,167.64,18
52,30,167.64,6
56,31,160.02,8
61,39,165.1,8
58,31,160.02,14
58,41,165.1,8
61,37,162.56,8
49,37,160.02,6
56,28,172.72,6
64,33,175.26,8
52,43,157.48,8
70,27,177.8,14
58,36,170.18,8
63,33,165.1,8
73,40,167.64,18
55,47,157.48,8
52,32,167.64,2
58,30,160.02,12
49,28,162.56,2
65,29,180.34,14
81,32,175.26,18
62,48,172.72,12
50,32,154.94,6
58,23,175.26,6
70,47,177.8,14
56,62,162.56,8
52,26,167.64,2
79,29,180.34,18
54,32,157.48,6
47,31,165.1,2
52,31,157.48,6
63,28,162.56,12
72,28,175.26,18
70,31,167.64,18
56,31,170.18,6
48,30,157.48,2
58,24,165.1,8
83,33,167.64,18
63,27,175.26,8
56,31,152.4,6
65,43,160.02,14
60,27,172.72,8
54,17,170.18,8
68,23,175.26,12
61,29,162.56,8
54,30,165.1,6
58,37,160.02,8
56,32,165.1,6
65,37,172.72,14
63,27,167.64,8
58,31,162.56,12
59,25,172.72,8
45,38,157.48,2
53,29,170.18,8
54,24,175.26,6
60,38,160.02,12
74,28,172.72,18
62,36,154.94,8
68,36,157.48,14
68,26,167.64,14
47,43,157.48,2
68,28,165.1,12
69,27,160.02,14
61,41,160.02,8
54,28,170.18,6
63,25,167.64,8
49,29,162.56,2
68,31,167.64,18
48,26,170.18,6
73,38,165.1,14
70,33,172.72,12
63,30,162.56,12
58,39,167.64,8
74,45,177.8,18
57,56,162.56,12
56,25,170.18,6
65,24,172.72,12
63,37,175.26,8
54,30,154.94,6
74,32,167.64,18
54,34,172.72,6
61,30,157.48,14
63,30,162.56,12
63,51,165.1,14
89,39,175.26,18
63,29,167.64,12
63,27,157.48,12
58,28,167.64,8
61,25,165.1,12
53,25,162.56,2
64,30,170.18,12
61,38,170.18,12
58,30,175.26,8
54,40,170.18,6
65,30,162.56,18
56,29,162.56,8
52,32,167.64,6
64,36,170.18,8
81,33,172.72,18
64,29,170.18,12
65,34,167.64,14
77,30,165.1,18
63,31,170.18,8
56,34,165.1,6
90,49,170.18,18
63,23,172.72,12
49,46,160.02,2
72,35,175.26,14
62,47,157.48,12
63,31,167.64,14
52,23,165.1,6
58,38,165.1,12
45,30,162.56,6
68,34,170.18,14
61,28,157.48,8
72,30,170.18,18
74,27,172.72,14
58,29,162.56,8
90,33,172.72,18
70,20,154.94,18
55,48,165.1,8
63,30,167.64,8
49,28,162.56,6
65,37,165.1,14
54,28,157.48,6
65,30,175.26,8
58,31,172.72,8
63,35,167.64,8
61,32,162.56,14
65,33,167.64,12
62,25,165.1,8
64,29,167.64,14
56,32,177.8,8
61,42,160.02,12
65,28,172.72,8
68,31,172.72,12
61,32,170.18,12
58,33,172.72,12
58,32,175.26,8
58,37,162.56,6
65,24,175.26,8
61,30,170.18,12
56,32,160.02,6
61,37,170.18,12
74,29,177.8,18
58,32,170.18,6
86,38,177.8,18
45,32,154.94,2
51,61,160.02,8
58,44,154.94,16
52,32,157.48,2
70,25,177.8,14
65,47,180.34,14
58,36,172.72,12
58,32,160.02,12
56,34,172.72,14
70,28,175.26,14
61,33,167.64,14
58,29,165.1,6
63,30,172.72,8
58,37,162.56,12
57,31,162.56,8
66,24,160.02,18
65,42,167.64,14
54,31,147.32,8
49,31,152.4,2
56,39,160.02,8
68,32,170.18,18
68,29,172.72,14
54,20,165.1,6
61,34,165.1,18
56,46,162.56,8
70,36,175.26,14
48,32,157.48,8
58,27,170.18,6
70,34,165.1,12
90,37,162.56,18
54,20,162.56,6
63,39,170.18,14
56,28,175.26,6
58,37,165.1,8
63,29,167.64,8
66,37,165.1,12
56,33,170.18,2
56,32,172.72,8
51,34,165.1,2
54,28,154.94,14
57,35,157.48,14
68,30,177.8,14
58,33,162.56,8
70,47,162.56,14
63,33,172.72,14
66,27,160.02,14
72,33,175.26,18
74,29,154.94,18
74,31,170.18,18
72,53,167.64,18
61,46,165.1,14
65,35,162.56,12
58,58,165.1,12
61,31,170.18,12
52,36,162.56,6
56,32,162.56,6
99,47,170.18,18
55,41,157.48,12
72,43,172.72,18
83,26,182.88,18
74,28,170.18,18
68,29,167.64,14
65,30,167.64,12
47,42,154.94,6
58,23,172.72,8
54,22,165.1,8
72,49,167.64,18
47,22,172.72,2
72,37,172.72,18
54,36,165.1,8
63,46,165.1,12
62,40,170.18,14
67,33,170.18,14
77,31,170.18,18
53,35,160.02,6
45,24,160.02,2
77,34,170.18,18
52,48,157.48,12
65,36,170.18,14
54,38,160.02,2
70,27,177.8,14
70,49,170.18,14
54,30,165.1,6
71,34,160.02,18
83,31,157.48,18
60,70,170.18,12
68,34,170.18,14
58,18,170.18,8
52,28,162.56,6
53,52,162.56,8
52,32,162.56,6
50,52,162.56,2
63,28,165.1,8
65,40,162.56,14
58,34,172.72,8
62,30,165.1,14
56,26,162.56,12
53,37,152.4,8
54,60,162.56,14
58,30,167.64,8
68,29,157.48,14
56,33,167.64,8
61,27,182.88,8
61,38,172.72,6
52,32,152.4,2
65,29,172.72,14
53,34,170.18,6
63,30,180.34,8
56,24,157.48,8
68,33,177.8,12
63,57,157.48,14
72,50,175.26,18
52,32,160.02,6
48,32,167.64,8
74,30,175.26,18
61,46,165.1,12
86,52,162.56,18
54,40,162.56,6
56,42,157.48,8
65,35,165.1,8
58,37,157.48,8
58,33,165.1,6
47,30,160.02,2
68,28,170.18,12
60,30,170.18,8
63,27,175.26,12
56,28,165.1,8
54,30,162.56,8
68,37,167.64,14
48,45,160.02,6
67,28,165.1,14
77,29,177.8,14
61,21,180.34,12
61,28,162.56,14
55,61,157.48,12
70,20,160.02,14
54,46,157.48,6
71,33,160.02,18
50,39,157.48,6
68,24,175.26,14
57,30,165.1,8
50,62,160.02,2
68,21,177.8,14
56,47,160.02,8
55,33,162.56,8
68,25,170.18,12
50,28,149.86,6
88,45,165.1,18
63,25,177.8,14
79,38,172.72,18
65,37,170.18,14
65,30,170.18,8
54,27,172.72,6
61,49,170.18,12
62,34,165.1,8
61,32,165.1,12
56,24,172.72,6
63,35,170.18,12
54,29,157.48,8
68,40,165.1,18
58,49,170.18,2
52,37,162.56,6
70,35,167.64,18
78,54,154.94,18
61,35,167.64,8
71,30,170.18,18
83,36,167.64,18
63,32,177.8,8
62,38,167.64,8
61,36,177.8,8
54,30,170.18,8
47,42,157.48,6
61,30,160.02,14
74,46,165.1,18
56,34,162.56,8
95,52,170.18,8
58,43,162.56,8
47,28,160.02,2
60,46,170.18,14
81,21,165.1,18
56,23,162.56,8
63,40,162.56,12
53,33,162.56,2
58,35,170.18,6
68,35,162.56,12
54,38,167.64,6
77,37,177.8,18
57,32,167.64,2
63,46,172.72,14
77,29,172.72,18
72,32,165.1,14
63,22,170.18,12
68,32,167.64,12
54,31,162.56,6
65,26,170.18,14
63,35,170.18,12
56,22,149.86,14
61,25,167.64,8
52,37,170.18,6
77,23,177.8,14
61,46,157.48,18
77,61,167.64,18
65,38,180.34,8
66,57,172.72,18
61,30,175.26,18
88,45,175.26,18
63,41,177.8,14
76,34,167.64,18
58,35,172.72,12
68,26,167.64,8
65,34,182.88,8
62,50,165.1,14
58,31,170.18,6
63,36,165.1,6
63,31,170.18,12
77,51,165.1,18
51,33,162.56,2
54,35,172.72,6
56,22,162.56,6
68,29,182.88,12
68,28,177.8,12
54,32,154.94,8
58,29,160.02,6
58,22,167.64,6
53,34,160.02,8
61,35,175.26,8
50,29,170.18,6
79,45,162.56,18
63,36,162.56,12
63,31,167.64,8
58,29,160.02,12
58,35,170.18,8
68,44,167.64,18
52,41,167.64,6
83,30,172.72,18
61,31,167.64,14
65,27,162.56,12
63,40,160.02,8
72,28,177.8,14
77,48,167.64,18
74,30,167.64,18
58,29,170.18,12
54,31,165.1,8
53,26,167.64,6
74,27,170.18,14
61,38,172.72,8
56,29,167.64,6
54,35,165.1,2
104,33,165.1,18
49,60,162.56,2
61,46,170.18,12
72,29,162.56,18
56,34,177.8,6
61,34,157.48,14
54,34,162.56,6
70,38,162.56,12
65,24,175.26,8
54,30,162.56,2
54,29,157.48,8
58,50,165.1,12
63,35,162.56,18
53,27,160.02,8
72,33,165.1,12
63,53,167.64,14
58,47,162.56,12
68,32,172.72,14
63,20,172.72,14
58,40,157.48,8
49,34,160.02,6
58,21,170.18,12
71,40,170.18,14
61,32,170.18,8
61,45,170.18,14
54,33,160.02,6
58,36,167.64,6
53,49,170.18,6
58,33,170.18,6
58,31,165.1,12
56,31,157.48,8
54,21,167.64,6
54,46,162.56,6
58,29,170.18,14
58,39,162.56,8
58,32,160.02,6
61,26,165.1,14
79,34,170.18,18
49,37,149.86,8
52,30,165.1,2
72,31,162.56,18
61,34,162.56,8
58,28,167.64,8
56,31,162.56,8
64,32,160.02,8
77,33,175.26,14
65,27,165.1,14
49,31,160.02,2
90,32,157.48,18
63,33,170.18,14
61,31,165.1,8
68,37,167.64,14
54,35,162.56,6
54,31,172.72,6
61,34,162.56,18
61,30,172.72,6
65,32,165.1,12
72,31,170.18,12
62,40,170.18,8
54,33,160.02,6
61,37,165.1,8
58,33,157.48,12
58,23,170.18,6
52,26,170.18,2
70,42,185.42,14
58,45,162.56,14
45,36,170.18,2
79,25,154.94,18
62,29,180.34,14
68,56,165.1,14
48,38,137.16,8
58,38,165.1,8
65,43,162.56,14
68,46,157.48,18
50,32,165.1,2
61,35,175.26,8
71,40,165.1,18
54,33,157.48,6
58,37,160.02,8
56,26,160.02,8
55,26,170.18,8
58,29,170.18,8
54,32,165.1,6
54,40,162.56,6
76,37,162.56,18
54,32,157.48,8
63,36,167.64,8
58,24,154.94,6
63,44,160.02,14
77,23,170.18,18
74,22,172.72,14
58,31,154.94,12
67,36,172.72,18
58,35,170.18,2
57,29,162.56,8
65,40,177.8,12
56,29,157.48,6
47,35,160.02,6
90,26,177.8,18
74,35,167.64,14
58,29,182.88,8
72,23,182.88,12
52,30,157.48,6
97,29,185.42,18
62,43,160.02,8
56,28,154.94,2
54,39,170.18,6
57,65,165.1,8
56,28,162.56,6
53,34,165.1,6
63,32,165.1,8
68,37,167.64,18
65,37,162.56,14
83,33,170.18,18
65,32,162.56,14
58,28,167.64,6
50,23,162.56,2
61,30,170.18,12
52,40,160.02,6
68,35,162.56,18
47,25,157.48,6
58,31,175.26,8
56,30,157.48,6
68,27,170.18,8
52,36,162.56,6
70,27,180.34,12
79,30,185.42,18
63,30,172.72,14
52,31,167.64,6
52,30,160.02,2
58,32,160.02,8
54,45,157.48,6
72,30,167.64,18
76,32,165.1,18
63,50,175.26,12
52,33,157.48,8
63,33,165.1,8
72,48,175.26,18
63,32,160.02,12
54,29,162.56,6
58,34,172.72,12
72,27,165.1,18
63,32,172.72,12
65,34,177.8,8
61,33,162.56,8
56,29,160.02,8
61,32,177.8,8
52,30,170.18,6
67,38,165.1,14
54,31,165.1,8
58,50,172.72,8
52,25,157.48,6
55,29,162.56,8
61,28,172.72,14
63,29,177.8,12
52,43,167.64,8
58,38,167.64,14
70,28,172.72,18
56,56,157.48,12
61,46,177.8,12
61,32,165.1,8
74,29,160.02,18
70,31,160.02,18
54,27,152.4,8
49,32,160.02,18
60,30,172.72,8
60,27,162.56,14
62,35,160.02,12
63,32,175.26,12
54,49,170.18,12
48,31,167.64,6
65,25,172.72,14
56,35,170.18,6
61,28,172.72,12
81,46,172.72,18
49,43,170.18,2
56,34,165.1,8
54,20,170.18,2
62,28,172.72,8
54,38,165.1,8
52,41,160.02,8
58,39,162.56,2
79,30,180.34,18
58,30,167.64,12
65,32,172.72,14
58,35,165.1,12
56,26,167.64,8
52,33,167.64,2
77,30,167.64,18
76,52,170.18,14
74,40,167.64,14
51,25,162.56,6
68,29,177.8,14
54,25,167.64,8
55,49,165.1,12
58,34,170.18,8
65,34,172.72,14
59,43,170.18,12
53,33,160.02,6
50,32,160.02,6
62,49,165.1,12
70,39,170.18,14
61,29,175.26,8
54,40,162.56,6
52,27,160.02,2
52,32,162.56,8
55,33,160.02,8
65,25,167.64,14
97,30,170.18,18
81,31,162.56,18
41,35,157.48,2
62,37,172.72,12
65,28,172.72,12
85,36,175.26,18
54,26,162.56,8
46,59,157.48,2
55,24,157.48,6
66,42,172.72,14
58,32,170.18,8
65,30,175.26,12
63,31,162.56,14
63,37,170.18,18
52,39,157.48,6
48,28,157.48,6
58,38,167.64,8
65,22,177.8,8
56,28,165.1,8
75,36,160.02,18
61,38,167.64,8
65,47,175.26,18
54,41,162.56,6
63,31,160.02,14
63,28,167.64,8
52,28,162.56,2
54,37,162.56,14
56,33,177.8,8
56,26,170.18,6
70,32,160.02,18
68,51,167.64,18
99,47,170.18,18
74,42,162.56,14
61,48,170.18,18
56,28,167.64,8
58,52,170.18,12
65,47,167.64,8
79,50,172.72,12
65,30,165.1,14
58,44,165.1,14
83,45,162.56,18
58,26,167.64,8
49,44,152.4,2
70,26,172.72,14
88,29,157.48,18
53,36,167.64,6
65,30,167.64,6
65,35,165.1,12
77,32,154.94,18
68,43,167.64,18
61,46,160.02,12
61,32,167.64,12
58,28,157.48,8
61,31,167.64,14
52,36,162.56,8
61,45,167.64,14
56,42,170.18,12
58,26,175.26,8
81,42,175.26,18
52,41,160.02,6
68,51,157.48,18
61,33,160.02,12
72,30,177.8,12
65,46,162.56,12
63,44,167.64,14
66,28,170.18,14
68,60,170.18,18
68,29,177.8,12
70,35,175.26,14
63,29,180.34,8
72,26,177.8,14
63,36,172.72,14
64,38,162.56,12
63,35,180.34,6
57,26,160.02,8
54,29,157.48,6
63,31,157.48,8
53,21,170.18,2
68,40,152.4,14
51,48,162.56,6
53,31,154.94,6
61,34,162.56,14
53,33,160.02,6
56,35,157.48,6
54,31,160.02,2
54,39,162.56,6
68,22,165.1,14
67,68,162.56,14
45,28,152.4,2
52,31,162.56,6
53,36,162.56,8
63,32,170.18,14
62,26,170.18,12
70,27,170.18,14
72,30,165.1,18
88,34,177.8,18
61,26,162.56,8
60,39,170.18,12
60,42,177.8,14
72,29,167.64,8
53,20,162.56,6
58,31,165.1,8
68,47,170.18,18
52,35,165.1,6
58,41,157.48,8
59,34,167.64,8
63,48,180.34,12
44,31,157.48,2
72,34,162.56,14
48,38,157.48,2
74,35,170.18,18
68,42,175.26,12
65,35,172.72,8
68,29,157.48,14
71,47,177.8,14
52,31,160.02,6
77,35,175.26,18
54,22,160.02,6
53,31,167.64,6
60,36,172.72,8
68,31,170.18,14
68,36,180.34,14
61,30,170.18,14
61,28,172.72,6
48,22,162.56,2
56,34,172.72,8
55,36,162.56,8
49,28,154.94,6
83,39,165.1,18
58,35,157.48,6
53,37,167.64,6
70,38,170.18,14
58,22,154.94,14
53,45,154.94,6
62,44,160.02,18
66,48,167.64,18
64,30,167.64,12
61,33,170.18,6
72,40,160.02,18
63,43,177.8,14
56,35,157.48,8
56,34,167.64,8
60,30,162.56,12
72,35,170.18,18
70,31,172.72,12
54,27,175.26,6
56,39,165.1,8
65,45,160.02,8
61,32,170.18,12
65,36,180.34,8
61,29,167.64,8
86,39,170.18,18
58,35,172.72,8
68,31,167.64,14
52,27,157.48,6
59,35,172.72,8
56,31,157.48,6
61,32,157.48,8
70,48,172.72,18
45,32,160.02,2
68,20,170.18,12
68,45,170.18,18
60,35,172.72,8
88,32,170.18,18
74,29,165.1,12
48,32,160.02,2
57,33,167.64,8
77,25,165.1,18
66,36,162.56,18
88,42,172.72,18
65,33,165.1,12
52,38,152.4,6
60,27,162.56,8
63,31,167.64,12
68,36,172.72,12
55,26,170.18,8
50,24,160.02,6
56,39,170.18,6
61,26,162.56,8
62,56,165.1,12
49,36,167.64,2
68,31,172.72,12
60,31,162.56,8
74,40,167.64,18
56,22,162.56,8
61,33,154.94,8
61,31,157.48,18
56,30,160.02,8
61,30,177.8,12
56,31,167.64,8
49,28,154.94,2
68,34,167.64,14
56,32,167.64,8
56,34,172.72,8
61,42,170.18,8
56,31,160.02,2
56,31,170.18,6
49,34,160.02,6
54,40,167.64,6
54,41,162.56,6
58,30,157.48,6
49,26,160.02,6
61,56,165.1,18
68,28,182.88,14
63,30,165.1,14
68,27,170.18,14
70,34,160.02,18
52,29,154.94,6
65,30,154.94,14
61,33,162.56,6
74,48,165.1,18
52,32,154.94,6
61,30,160.02,8
58,28,160.02,8
61,29,180.34,14
56,31,170.18,6
65,34,170.18,18
61,25,170.18,8
53,30,160.02,6
60,40,172.72,8
60,39,165.1,2
63,22,167.64,12
56,31,157.48,6
45,33,152.4,2
65,26,177.8,8
57,26,167.64,8
61,38,165.1,14
60,34,172.72,6
47,37,152.4,2
72,34,170.18,14
49,28,152.4,6
65,50,167.64,8
63,30,177.8,8
61,35,167.64,12
59,38,165.1,8
56,45,144.78,14
66,29,162.56,8
56,47,160.02,18
70,33,160.02,14
74,35,167.64,14
57,30,162.56,8
81,25,175.26,18
83,27,160.02,18
63,53,165.1,12
63,29,175.26,8
79,30,170.18,18
61,42,177.8,12
83,31,162.56,18
57,23,157.48,6
54,30,172.72,2
55,36,162.56,6
65,37,160.02,14
54,28,157.48,8
58,40,160.02,14
61,41,162.56,14
49,29,167.64,6
47,28,154.94,2
77,26,165.1,14
63,30,165.1,6
64,28,170.18,12
57,39,160.02,6
72,27,162.56,14
68,42,160.02,14
43,28,162.56,2
65,53,160.02,12
56,28,170.18,8
51,50,160.02,6
65,39,157.48,18
62,31,165.1,8
68,36,162.56,14
73,27,167.64,18
58,33,172.72,8
52,29,160.02,2
65,37,165.1,14
45,28,170.18,2
58,34,157.48,8
53,33,157.48,8
48,32,154.94,6
65,36,170.18,18
99,49,175.26,18
66,46,170.18,14
63,41,172.72,8
70,39,160.02,14
61,45,167.64,18
54,32,167.64,6
56,45,157.48,8
73,40,180.34,14
56,44,154.94,8
58,31,175.26,8
56,33,167.64,6
56,43,167.64,8
70,31,167.64,18
61,26,172.72,14
56,34,167.64,8
61,23,170.18,8
53,26,160.02,14
77,32,177.8,12
54,37,160.02,8
52,42,154.94,8
55,45,167.64,6
61,30,177.8,12
77,29,162.56,18
65,30,177.8,8
51,30,162.56,2
52,25,175.26,6
58,32,170.18,12
94,31,182.88,18
58,35,154.94,6
77,27,170.18,18
60,41,160.02,8
65,19,167.64,18
70,36,160.02,14
58,23,160.02,6
54,35,172.72,6
65,34,162.56,12
63,34,177.8,8
81,51,170.18,14
62,48,175.26,12
54,40,162.56,6
55,40,160.02,8
56,0,170.18,6
56,38,160.02,8
63,28,172.72,8
65,25,170.18,18
72,27,167.64,18
60,53,170.18,8
61,35,172.72,8
61,31,160.02,8
53,40,154.94,6
80,32,165.1,14
54,31,160.02,6
49,33,154.94,2
69,33,162.56,14
83,32,170.18,18
55,27,162.56,2
61,30,167.64,8
65,32,167.64,12
63,40,170.18,12
56,30,172.72,8
63,25,172.72,14
61,28,167.64,8
61,38,162.56,14
53,31,154.94,2
81,46,154.94,18
65,30,157.48,6
66,45,165.1,12
70,28,175.26,14
65,51,162.56,14
45,44,152.4,2
65,34,175.26,14
77,48,177.8,14
65,51,167.64,14
56,31,170.18,6
65,29,165.1,8
48,33,154.94,2
52,35,154.94,2
54,20,170.18,2
58,39,162.56,12
52,29,157.48,8
49,29,154.94,6
61,45,167.64,8
54,28,162.56,6
77,38,172.72,14
63,38,162.56,14
56,38,167.64,6
52,35,152.4,6
56,30,162.56,8
56,38,160.02,8
65,30,177.8,8
49,23,162.56,2
70,30,182.88,8
70,37,170.18,14
59,43,165.1,14
62,36,167.64,8
59,23,162.56,8
61,27,170.18,12
68,46,167.64,12
65,40,152.4,14
51,28,165.1,6
68,34,165.1,18
61,40,162.56,12
54,30,157.48,6
68,30,162.56,14
51,45,157.48,8
